,(Intercept),FinFSLdat_AnnEsts,FinWestSST_AnnEsts,FinWestSST_SummerDat,FSL_months_Apr,FSLdat_Spring,s(Ages),SST_West_Months_Jul,SST_West_Months_Jun,SST_West_Months_Oct,SST_West_Months_Sep,WestSST_Spring,WestSST_Winter,df,logLik,AICc,delta,weight
625,1.604394139,NA,NA,NA,NA,3.230444278,+,0.369322755,NA,NA,0.484115101,NA,NA,8,-3478.599746,6973.318303,367.7940306,6.89E-82
1279,-7.716998856,NA,0.884099589,0.332665745,1.80336783,1.823161006,+,0.401997769,-0.348773501,NA,NA,-0.041498885,NA,12,-3474.545421,6973.34912,367.824847,6.79E-82
2749,1.562211942,NA,NA,0.201527006,0.960807742,3.433862158,+,NA,-0.662379619,NA,0.618291776,NA,0.660803487,11,-3475.565593,6973.349548,367.8252758,6.79E-82
4083,-1.010927026,NA,0.72144269,NA,NA,3.666048798,+,0.867459251,-0.025554366,0.451911466,0.90409715,-0.834765731,-1.12909701,13,-3473.525091,6973.351756,367.8274838,6.78E-82
701,5.173045891,NA,NA,0.175635245,1.385929484,3.315610352,+,NA,-0.365492043,NA,0.806363924,NA,NA,10,-3476.585129,6973.352077,367.8278046,6.78E-82
1432,66.7704337,31.54971279,-3.575154319,0.08936454,NA,-14.71780414,NA,NA,-1.603612623,0.420169514,NA,1.809782789,NA,10,-3476.584014,6973.359332,367.8350595,6.75E-82
2875,-2.323346734,NA,0.905155551,NA,2.506319195,1.862587068,+,NA,NA,-0.031446851,0.428652982,NA,-0.350278988,11,-3475.570725,6973.359813,367.8355406,6.75E-82
476,68.28547739,33.69331226,-3.144609676,NA,-3.805391728,-13.61966563,NA,0.295253209,-1.424945517,1.344136969,NA,NA,NA,10,-3476.587326,6973.365956,367.8416834,6.73E-82
3780,69.14214376,12.29635165,-3.784107942,NA,NA,NA,NA,2.893734199,0.675186085,NA,0.723818245,3.200563688,-6.464197657,10,-3476.591183,6973.373669,367.8493968,6.71E-82
313,9.939085378,NA,NA,NA,1.834661469,2.830998169,+,NA,NA,0.349452045,NA,NA,NA,8,-3478.629836,6973.378484,367.8542118,6.69E-82
3003,-2.498343751,NA,0.729968443,NA,2.064736661,2.666442142,+,NA,-0.540581732,0.014850214,0.434558432,NA,0.343725335,12,-3474.564964,6973.388206,367.863933,6.66E-82
637,-2.066957415,NA,NA,0.25827073,0.738334533,2.232427169,+,0.386329694,NA,NA,0.373648881,NA,NA,10,-3476.605155,6973.392127,367.8678549,6.64E-82
1492,68.13807068,31.80780667,-3.744982045,NA,NA,-14.74754968,NA,0.151827462,-1.647328442,0.44930108,NA,1.873677936,NA,10,-3476.604913,6973.401131,367.8768584,6.61E-82
3831,-6.47677099,NA,0.591217886,0.411606373,NA,2.526078922,+,1.187912729,0.213411278,NA,0.723538778,-0.087192814,-1.807295225,13,-3473.55453,6973.410635,367.8863623,6.58E-82
1919,-10.10081214,NA,1.256852135,0.330125162,1.744563545,1.529024278,+,0.201436327,NA,0.55015102,0.635713373,-1.636872975,NA,13,-3473.555725,6973.413023,367.8887507,6.57E-82
1591,-9.449804391,NA,1.099723978,0.348552593,NA,2.538831388,+,NA,NA,NA,0.535268013,-0.635064237,NA,10,-3476.616334,6973.414486,367.8902135,6.57E-82
3652,68.30815384,13.2038769,-3.695762745,NA,NA,NA,NA,2.213700047,NA,NA,0.667684269,2.993858779,-4.916138291,9,-3477.629467,6973.415319,367.8910468,6.57E-82
1017,2.61851399,NA,NA,NA,1.241534291,3.271807649,+,0.487158122,-0.475225486,0.190344251,0.575088011,NA,NA,11,-3475.599928,6973.418219,367.8939465,6.56E-82
1971,-2.066147942,NA,1.157757828,NA,NA,4.134380889,+,NA,-0.351483668,0.501065661,0.962755322,-1.296702698,NA,11,-3475.607477,6973.433316,367.9090435,6.51E-82
627,-4.31049451,NA,0.590240354,NA,NA,2.871275648,+,0.256299617,NA,NA,0.289637144,NA,NA,9,-3477.647253,6973.443143,367.9188699,6.48E-82
2047,-8.081737743,NA,1.139589576,0.326845955,1.744818419,2.328609526,+,0.328070594,-0.424345607,0.541045933,0.815802928,-1.488118657,NA,14,-3472.557049,6973.462356,367.9380835,6.41E-82
113,6.593775466,NA,NA,NA,NA,3.600896677,+,0.561892385,NA,NA,NA,NA,NA,7,-3479.690005,6973.472343,367.9480706,6.38E-82
2301,1.450879072,NA,NA,0.462649515,1.224189649,2.333034734,+,0.821693591,-0.139051902,NA,NA,NA,-0.361714562,11,-3475.64363,6973.505623,367.9813502,6.28E-82
3140,67.44784008,13.06972064,-3.658632646,NA,NA,NA,NA,2.151263587,NA,NA,NA,3.399969892,-4.598257591,8,-3478.692856,6973.510712,367.986439,6.26E-82
4081,4.136141412,NA,NA,NA,NA,3.579638281,+,1.283241034,0.184799062,0.319182187,0.858361652,-0.112008767,-1.801183743,12,-3474.627236,6973.51275,367.9884773,6.25E-82
3583,-7.065894672,NA,0.839048176,0.395497058,1.733951948,1.452177223,+,0.899182124,0.038665184,0.26982608,NA,-0.213255336,-1.029125941,14,-3472.585747,6973.519753,367.9954806,6.23E-82
1531,-2.502165362,NA,0.928408164,NA,2.458741501,2.130114863,+,0.39363592,-0.328487747,0.275591766,NA,-0.317168654,NA,12,-3474.639852,6973.537982,368.0137098,6.18E-82
1407,-9.841781597,NA,1.108226719,0.36615283,1.671886743,1.28243956,+,0.30659095,NA,0.379332809,NA,-0.832060261,NA,12,-3474.642727,6973.543732,368.0194594,6.16E-82
1847,-9.997383946,NA,1.311746299,0.387851922,NA,2.619630245,+,NA,NA,0.557014688,0.73580305,-1.629617047,NA,11,-3475.66293,6973.544222,368.0199489,6.16E-82
2419,-1.014040241,NA,0.65658661,NA,NA,3.245452998,+,0.823003566,NA,0.288360232,NA,NA,-0.817496124,10,-3476.683432,6973.548683,368.0244105,6.14E-82
3957,-0.893683957,NA,NA,0.367892053,NA,3.051328723,+,1.177799385,NA,0.356995449,0.802303048,-0.29568537,-1.432478775,12,-3474.648601,6973.55548,368.0312075,6.12E-82
3315,-0.777530807,NA,0.50475108,NA,NA,3.229913822,+,0.86005039,-0.012843655,NA,NA,0.50934929,-0.911776805,11,-3475.673927,6973.566217,368.0419441,6.09E-82
3763,-3.084258821,NA,0.877266095,NA,NA,4.02940893,+,NA,-0.559381261,NA,0.686573858,-0.409267413,0.449238629,11,-3475.696082,6973.610526,368.0862533,5.96E-82
1139,-3.96315313,NA,0.744109796,NA,NA,2.898278492,+,0.308094585,NA,NA,NA,0.046936515,NA,9,-3477.734337,6973.617311,368.0930387,5.94E-82
183,-7.363589462,NA,1.076398382,0.388161861,NA,2.862953447,+,NA,-0.234507797,NA,NA,NA,NA,9,-3477.739206,6973.627049,368.1027759,5.91E-82
2231,-8.353338375,NA,0.854649709,0.357146489,NA,3.019189617,+,NA,-0.565293158,NA,NA,NA,0.655441184,10,-3476.722621,6973.627059,368.1027869,5.91E-82
2516,69.78857614,30.9740363,-2.799051667,NA,NA,-14.83337395,NA,1.407330638,-0.363347041,1.364197062,NA,NA,-2.679810067,10,-3476.728039,6973.647383,368.1231101,5.85E-82
3480,66.36932352,30.58447137,-3.364193472,0.112833972,NA,-14.26483527,NA,NA,-1.312819096,0.317895344,NA,1.959908711,-0.553822168,11,-3475.711538,6973.65284,368.1285678,5.83E-82
1331,-2.562290091,NA,1.07401383,NA,NA,3.220930626,+,NA,NA,0.277961649,NA,-0.354018406,NA,9,-3477.768051,6973.684739,368.1604667,5.74E-82
1019,-2.39303528,NA,0.576480956,NA,1.874027405,2.631626301,+,0.359262064,-0.457241262,0.068960881,0.447106901,NA,NA,12,-3474.721925,6973.702129,368.1778559,5.69E-82
505,5.001170044,NA,NA,NA,1.47227266,2.993044838,+,0.604810792,-0.341922645,0.368733393,NA,NA,NA,10,-3476.767197,6973.716213,368.1919404,5.65E-82
3268,68.07966552,12.30745461,-3.729331482,NA,NA,NA,NA,2.711075594,0.560147216,NA,NA,3.599778762,-5.860381071,9,-3477.781425,6973.719236,368.1949631,5.64E-82
3736,67.45833068,29.91315413,-3.454871657,0.074680802,NA,-13.68917876,NA,NA,-1.287168389,NA,0.174995127,2.3523673,-0.738075234,11,-3475.746719,6973.723203,368.1989303,5.63E-82
2417,5.489590944,NA,NA,NA,NA,3.545345647,+,0.977615078,NA,0.454526067,NA,NA,-0.791442476,9,-3477.795671,6973.73998,368.2157073,5.58E-82
1849,5.857556894,NA,NA,NA,1.392314773,2.891272522,+,NA,NA,0.269994016,0.648991215,-0.325840852,NA,10,-3476.788543,6973.758904,368.234631,5.53E-82
3635,-2.876530681,NA,1.043208508,NA,NA,3.464593904,+,NA,NA,NA,0.696338844,-0.465896844,-0.250587317,10,-3476.794253,6973.770324,368.2460514,5.50E-82
953,6.982437508,NA,NA,NA,1.561452518,3.470950207,+,NA,-0.3755261,0.156864074,0.749498022,NA,NA,10,-3476.81085,6973.803519,368.2792459,5.41E-82
2557,-0.310649289,NA,NA,0.427594264,0.813723383,2.173916836,+,1.152388857,0.076282654,0.396397659,NA,NA,-1.142876837,12,-3474.774049,6973.806377,368.282104,5.40E-82
3317,-2.511894771,NA,NA,0.420360621,NA,2.280059289,+,1.351967946,0.254341352,NA,NA,0.773206392,-1.744543141,11,-3475.806699,6973.83176,368.3074872,5.33E-82
2103,-7.991758699,NA,0.984563797,0.353448502,NA,2.441619576,+,NA,NA,NA,NA,NA,-0.061981634,9,-3477.849731,6973.8481,368.3238273,5.29E-82
3441,3.270573332,NA,NA,NA,NA,3.356361772,+,1.033122598,NA,0.149743041,NA,0.629464836,-1.043968221,10,-3476.839646,6973.861111,368.3368382,5.26E-82
2935,-5.620980388,NA,0.429366592,0.364037358,NA,2.734046594,+,1.066266526,NA,0.155994156,0.596611,NA,-1.40787433,12,-3474.801488,6973.861253,368.3369807,5.25E-82
1149,-2.51633154,NA,NA,0.289768727,0.709199913,2.054391252,+,0.444789222,NA,NA,NA,0.304173347,NA,10,-3476.842433,6973.866685,368.3424126,5.24E-82
3059,0.164908555,NA,0.391885171,NA,NA,3.354065626,+,1.163982466,0.169911152,0.197237262,0.723080672,NA,-1.725661158,12,-3474.805648,6973.869575,368.3453023,5.23E-82
2041,3.765447914,NA,NA,NA,1.242851591,3.433114454,+,0.501920723,-0.470639972,0.351650275,0.730700841,-0.399774569,NA,12,-3474.805711,6973.869701,368.3454282,5.23E-82
4019,-3.235913778,NA,1.052155919,NA,NA,4.175350589,+,NA,-0.589784128,0.537396321,0.864607308,-1.352035256,0.530003142,12,-3474.807688,6973.873655,368.3493824,5.22E-82
3001,3.860698655,NA,NA,NA,1.206928079,3.605009437,+,NA,-0.66225307,0.15790077,0.5735838,NA,0.637127163,11,-3475.835514,6973.88939,368.3651176,5.18E-82
1209,7.753378776,NA,NA,NA,1.83429648,2.963469354,+,NA,-0.250463624,NA,NA,0.724884875,NA,9,-3477.871075,6973.890787,368.3665147,5.18E-82
253,1.106164701,NA,NA,0.436380803,1.12452788,2.52327719,+,0.654143199,-0.284229186,NA,NA,NA,NA,10,-3476.856643,6973.895104,368.3708317,5.17E-82
247,-8.878925271,NA,0.803083698,0.421798149,NA,2.673941636,+,0.446231639,-0.340217425,NA,NA,NA,NA,10,-3476.857575,6973.896967,368.3726947,5.16E-82
1073,5.595467674,NA,NA,NA,NA,3.48235095,+,NA,NA,NA,NA,0.632955848,NA,7,-3479.903599,6973.899531,368.3752588,5.16E-82
1085,3.122245158,NA,NA,0.219086422,1.201944723,2.39434482,+,NA,NA,NA,NA,0.505102066,NA,9,-3477.883939,6973.916516,368.3922437,5.11E-82
1688,67.87144122,31.32983701,-3.771588914,0.053524475,NA,-14.5121211,NA,NA,-1.653088297,NA,-0.002903225,2.475310841,NA,10,-3476.864195,6973.919695,368.3954219,5.10E-82
117,-1.453355994,NA,NA,0.432041094,NA,2.528141407,+,0.543008504,NA,NA,NA,NA,NA,8,-3478.905431,6973.929675,368.4054019,5.08E-82
3061,-1.392835101,NA,NA,0.385730411,NA,2.612610632,+,1.506451604,0.338412333,0.259928609,0.759265968,NA,-2.242254714,12,-3474.837818,6973.933914,368.4096417,5.07E-82
61,8.820463014,NA,NA,0.368415409,1.805888864,2.579554918,+,NA,NA,NA,NA,NA,NA,8,-3478.919138,6973.957088,368.4328151,5.01E-82
695,-5.557184743,NA,0.772108591,0.269697255,NA,3.297000723,+,NA,-0.369844976,NA,0.501582239,NA,NA,10,-3476.89471,6973.971237,368.4469647,4.97E-82
1137,1.177146716,NA,NA,NA,NA,3.012825551,+,0.431468195,NA,NA,NA,0.443680382,NA,8,-3478.926908,6973.972628,368.4483554,4.97E-82
2423,-7.565165688,NA,0.647043481,0.449873845,NA,2.345576109,+,0.932164816,NA,0.236651614,NA,NA,-0.988438901,11,-3475.879198,6973.976759,368.4524859,4.96E-82
447,-5.505028979,NA,1.049500349,0.256899161,2.207010638,1.84085548,+,NA,-0.274198387,0.062482831,NA,NA,NA,11,-3475.882482,6973.983326,368.4590538,4.94E-82
383,-8.293292747,NA,0.687083556,0.266467269,1.315738525,1.480957853,+,0.287590021,NA,0.054683054,NA,NA,NA,11,-3475.888885,6973.996133,368.4718605,4.91E-82
2165,0.222216745,NA,NA,0.542381632,NA,2.734303036,+,0.948230964,NA,NA,NA,NA,-0.618417794,9,-3477.925245,6973.999127,368.4748548,4.90E-82
4087,-7.421201304,NA,0.816940857,0.435668066,NA,2.704945476,+,1.017701787,0.076451425,0.487784785,0.868566794,-1.025583911,-1.411082923,14,-3472.82619,6974.000638,368.4763656,4.90E-82
2489,5.099485751,NA,NA,NA,1.274668197,3.478299464,+,NA,-0.688652895,0.309295118,NA,NA,1.005391887,10,-3476.913372,6974.008562,368.484289,4.88E-82
2520,63.51549431,31.76749335,-2.817027528,0.505859249,NA,-16.56403719,NA,1.692239796,-0.161080158,1.316737447,NA,NA,-3.308094778,11,-3475.890854,6974.011473,368.4872004,4.87E-82
3641,6.223959267,NA,NA,NA,1.653313595,2.80680412,+,NA,NA,NA,0.629331947,0.114485189,-0.176707036,10,-3476.918171,6974.01816,368.493887,4.86E-82
1585,4.511055671,NA,NA,NA,NA,3.566835009,+,NA,NA,NA,0.565471004,0.13095253,NA,8,-3478.950248,6974.019308,368.4950359,4.86E-82
2237,1.800683173,NA,NA,0.343418513,0.973811496,3.152559603,+,NA,-0.690991853,NA,NA,NA,1.123688568,10,-3476.927743,6974.037305,368.5130325,4.81E-82
1401,2.265830048,NA,NA,NA,1.253893811,2.36660818,+,0.446368996,NA,0.213603177,NA,0.128293149,NA,10,-3476.928166,6974.03815,368.5138773,4.81E-82
1748,68.69436909,31.50188616,-3.879605866,NA,NA,-14.55608593,NA,0.09227529,-1.676971039,NA,-0.02531579,2.55591165,NA,10,-3476.924723,6974.04075,368.5164772,4.80E-82
1337,6.454370108,NA,NA,NA,1.646957415,2.585443429,+,NA,NA,0.082965236,NA,0.466305301,NA,9,-3477.954974,6974.058585,368.5343125,4.76E-82
3581,-1.174254945,NA,NA,0.38107018,1.02599242,1.821938102,+,1.351592044,0.252153248,0.141774473,NA,0.569728586,-1.733671591,13,-3473.883061,6974.067695,368.5434226,4.74E-82
3251,-2.97095158,NA,0.811507949,NA,NA,3.74016447,+,NA,-0.566737375,NA,NA,0.095727963,0.696235458,10,-3476.951255,6974.084328,368.560055,4.70E-82
3319,-7.312521609,NA,0.58703292,0.448530705,NA,2.236514812,+,1.039092778,0.110476783,NA,NA,0.353501543,-1.270752015,12,-3474.916725,6974.091728,368.5674551,4.68E-82
2421,-1.238293336,NA,NA,0.455424441,NA,2.629954866,+,1.085847209,NA,0.399734288,NA,NA,-0.964864201,10,-3476.965239,6974.112296,368.588023,4.63E-82
3519,-8.542441452,NA,1.175578532,0.341299431,1.821069157,2.05410519,+,NA,-0.545029821,0.359890878,NA,-0.758553521,0.674424772,13,-3473.90965,6974.120874,368.5966013,4.61E-82
3391,-8.13149014,NA,1.353499324,0.325539036,2.303269205,1.257156161,+,NA,NA,0.315389431,NA,-0.763405988,-0.0266254,12,-3474.932433,6974.123145,368.598872,4.61E-82
3443,-0.836349737,NA,0.585148221,NA,NA,3.232992462,+,0.853052967,NA,0.233752281,NA,0.150100384,-0.874818686,11,-3475.954009,6974.126381,368.6021079,4.60E-82
2105,9.730401661,NA,NA,NA,2.144236106,2.610341119,+,NA,NA,NA,NA,NA,0.34138557,8,-3479.006026,6974.130865,368.6065923,4.59E-82
3129,5.864958166,NA,NA,NA,1.651368595,2.520925008,+,NA,NA,NA,NA,0.544544336,0.036316668,9,-3477.99693,6974.142498,368.6182257,4.57E-82
1471,-6.738513748,NA,1.328746024,0.319711976,2.424034224,1.636038744,+,NA,-0.227695857,0.27461617,NA,-0.567192946,NA,12,-3474.947103,6974.152485,368.6282123,4.54E-82
891,-4.450094997,NA,0.641070967,NA,1.812571849,1.770448515,+,0.229253792,NA,0.02696173,0.203445103,NA,NA,11,-3475.96797,6974.154302,368.6300296,4.54E-82
889,1.056530377,NA,NA,NA,1.103466751,2.447661642,+,0.366424366,NA,0.160689772,0.335707097,NA,NA,10,-3476.990923,6974.163664,368.6393919,4.52E-82
831,-6.689575555,NA,0.808383013,0.193228509,1.71631077,1.60156892,+,NA,NA,-0.026586172,0.223059536,NA,NA,11,-3475.980574,6974.179511,368.6552384,4.48E-82
1779,-2.66643212,NA,0.70876784,NA,NA,3.847173548,+,0.34755515,-0.430011722,NA,0.669545,-0.258700078,NA,11,-3475.992942,6974.204246,368.6799729,4.43E-82
1277,-1.551254818,NA,NA,0.306635918,0.816459907,2.628400877,+,0.571585612,-0.392887729,NA,NA,0.498200307,NA,11,-3475.99667,6974.211702,368.6874289,4.41E-82
4025,4.950222771,NA,NA,NA,1.177897379,3.81108655,+,NA,-0.687199657,0.340358864,0.735991422,-0.454747657,0.711771919,12,-3474.989276,6974.23683,368.712557,4.36E-82
1203,-1.280524114,NA,0.964984049,NA,NA,3.628817305,+,NA,-0.229215614,NA,NA,0.20001565,NA,9,-3478.045931,6974.2405,368.7162273,4.35E-82
1651,-4.661667487,NA,0.823568565,NA,NA,3.04110591,+,0.218884015,NA,NA,0.484235723,-0.391978824,NA,10,-3477.031022,6974.243863,368.7195899,4.34E-82
1597,2.550863345,NA,NA,0.183515792,1.134898725,2.577996346,+,NA,NA,NA,0.528999074,0.05108292,NA,10,-3477.045733,6974.273284,368.7490113,4.28E-82
3891,-3.005959558,NA,1.212566679,NA,NA,3.570714588,+,NA,NA,0.494854689,0.860769257,-1.336872084,-0.211237488,11,-3476.036606,6974.291575,368.7673026,4.24E-82
381,-2.404955814,NA,NA,0.313606979,0.515873514,2.154084734,+,0.478729777,NA,0.244105095,NA,NA,NA,10,-3477.058299,6974.298416,368.7741429,4.22E-82
1719,-7.382630579,NA,1.083714072,0.339682666,NA,3.311545579,+,NA,-0.352260043,NA,0.734448854,-0.565758284,NA,11,-3476.042288,6974.302938,368.778665,4.21E-82
3123,-2.758929653,NA,0.978719302,NA,NA,3.163634996,+,NA,NA,NA,NA,0.045626782,-0.009368641,9,-3478.080552,6974.309741,368.7854687,4.20E-82
3100,68.91617779,28.21601219,-3.147739565,NA,-2.616421513,-12.17176535,NA,NA,NA,NA,NA,2.410780995,-2.155914276,9,-3478.078798,6974.313982,368.7897098,4.19E-82
565,1.76982562,NA,NA,0.243265736,NA,3.16279393,+,NA,NA,NA,0.583131238,NA,NA,8,-3479.10717,6974.333151,368.8088789,4.15E-82
2495,-6.640448902,NA,0.847304957,0.257224165,1.654300028,2.239032336,+,NA,-0.54643478,0.073670912,NA,NA,0.551352955,12,-3475.054836,6974.36795,368.8436772,4.08E-82
2367,-6.216214935,NA,1.023580901,0.240882302,2.13668842,1.441201362,+,NA,NA,0.027216934,NA,NA,-0.15230262,11,-3476.083447,6974.385257,368.8609846,4.04E-82
1777,2.341775734,NA,NA,NA,NA,3.995895075,+,0.483527101,-0.462860163,NA,0.619380396,0.177378339,NA,10,-3477.104223,6974.390265,368.8659922,4.03E-82
757,-1.407358037,NA,NA,0.309171527,NA,3.449819723,+,0.515987806,-0.461731813,NA,0.633519393,NA,NA,10,-3477.104787,6974.391392,368.8671193,4.03E-82
2609,6.079418102,NA,NA,NA,NA,3.807267418,+,NA,NA,NA,0.72750854,NA,-0.117535737,8,-3479.143367,6974.405546,368.8812736,4.00E-82
1789,-0.792338868,NA,NA,0.256557539,0.868647302,3.008936989,+,0.502122224,-0.468512541,NA,0.571200586,0.087707961,NA,12,-3475.075962,6974.410203,368.8859301,3.99E-82
1977,7.792759791,NA,NA,NA,1.56845858,3.576963687,+,NA,-0.370696748,0.258431447,0.851462497,-0.253325398,NA,11,-3476.100935,6974.420232,368.8959596,3.97E-82
819,-3.375069775,NA,0.705219364,NA,NA,3.048968655,+,NA,NA,0.039731858,0.333371,NA,NA,9,-3478.138623,6974.425883,368.9016107,3.96E-82
1335,-9.138121232,NA,1.226875764,0.420245727,NA,2.400030265,+,NA,NA,0.337360806,NA,-0.67096925,NA,10,-3477.125211,6974.432241,368.907968,3.95E-82
371,-3.820993517,NA,0.630070995,NA,NA,2.835183346,+,0.322319566,NA,0.151590901,NA,NA,NA,9,-3478.144013,6974.436664,368.9123912,3.94E-82
311,-7.811969381,NA,0.882945168,0.326236882,NA,2.401422866,+,NA,NA,0.069001425,NA,NA,NA,9,-3478.15439,6974.457417,368.9331444,3.90E-82
511,-7.056543898,NA,0.71487917,0.312710556,1.440894382,2.049398911,+,0.43417645,-0.376960417,0.134199741,NA,NA,NA,12,-3475.108304,6974.474886,368.9506137,3.87E-82
3447,-8.010966244,NA,0.727173391,0.466554043,NA,2.326115697,+,0.902357528,NA,0.296117037,NA,-0.168862426,-0.930153268,12,-3475.112214,6974.482706,368.9584332,3.85E-82
369,2.513292371,NA,NA,NA,NA,3.135918448,+,0.486245076,NA,0.315441169,NA,NA,NA,8,-3479.183443,6974.485697,368.9614246,3.85E-82
1265,2.288934639,NA,NA,NA,NA,3.655998187,+,0.553832304,-0.3793577,NA,NA,0.64112951,NA,9,-3478.170863,6974.490363,368.9660909,3.84E-82
4085,-1.025125977,NA,NA,0.392466221,NA,2.703528831,+,1.468165065,0.301773901,0.335662557,0.820901941,-0.197710115,-2.135331813,13,-3474.097134,6974.495842,368.9715691,3.83E-82
1975,-7.956727864,NA,1.291357505,0.378280605,NA,3.376085115,+,NA,-0.345661948,0.544745862,0.926832427,-1.539695244,NA,12,-3475.129052,6974.516382,368.992109,3.79E-82
1913,2.373340438,NA,NA,NA,1.106466771,2.639466301,+,0.384471541,NA,0.343802015,0.514655805,-0.453010726,NA,11,-3476.158199,6974.53476,369.0104875,3.75E-82
1143,-10.26623157,NA,0.862106099,0.39742634,NA,2.101126144,+,0.317246965,NA,NA,NA,-0.172779075,NA,10,-3477.179153,6974.540123,369.0158507,3.74E-82
2621,4.021774265,NA,NA,0.179684773,1.295132437,2.702883501,+,NA,NA,NA,0.650046005,NA,-0.149364653,10,-3477.184437,6974.550692,369.0264194,3.72E-82
1529,3.351119151,NA,NA,NA,1.41373147,2.913873705,+,0.561967859,-0.379288423,0.175871785,NA,0.367868173,NA,11,-3476.177603,6974.573569,369.0492967,3.68E-82
2161,8.694388004,NA,NA,NA,NA,3.871261867,+,0.792803664,NA,NA,NA,NA,-0.348236636,8,-3479.235511,6974.589834,369.0655618,3.65E-82
1907,-4.632443123,NA,1.002883658,NA,NA,3.181447372,+,0.228962343,NA,0.521426038,0.672286881,-1.302741281,NA,11,-3476.190509,6974.599381,369.0751079,3.63E-82
1267,-2.151861479,NA,0.627866601,NA,NA,3.499841657,+,0.438435159,-0.344258877,NA,NA,0.288104254,NA,10,-3477.213703,6974.609224,369.0849516,3.62E-82
2743,-6.581833722,NA,0.67383489,0.269985663,NA,3.325598619,+,NA,-0.575372152,NA,0.408835554,NA,0.456857026,11,-3476.195679,6974.60972,369.0854474,3.61E-82
2035,-2.655500347,NA,0.886100436,NA,NA,3.977905817,+,0.356302957,-0.426146021,0.512674489,0.852771912,-1.155369265,NA,12,-3475.179169,6974.616615,369.0923425,3.60E-82
1944,67.09591641,31.38350142,-3.578796666,0.072888637,NA,-14.46971314,NA,NA,-1.63363038,0.469629581,0.168742952,1.629486521,NA,11,-3476.196518,6974.622802,369.098529,3.59E-82
959,-4.473961755,NA,0.829835165,0.179633668,1.951927191,2.329858363,+,NA,-0.383844535,-0.012095224,0.46002747,NA,NA,12,-3475.203624,6974.665526,369.1412537,3.51E-82
2004,68.2081574,31.64628746,-3.72772889,NA,NA,-14.54766569,NA,0.134368262,-1.667680555,0.487997678,0.141811231,1.712212716,NA,11,-3476.221913,6974.673591,369.149318,3.50E-82
759,-7.15887048,NA,0.560947667,0.314896457,NA,3.071531036,+,0.405987054,-0.449339876,NA,0.43978643,NA,NA,11,-3476.228697,6974.675756,369.1514838,3.50E-82
3445,-2.145218635,NA,NA,0.408962357,NA,2.587664956,+,1.114650084,NA,0.186523602,NA,0.451877723,-1.128430366,11,-3476.235804,6974.689971,369.1656986,3.47E-82
3761,3.586643488,NA,NA,NA,NA,4.329907216,+,NA,-0.666812428,NA,0.630201657,0.107209724,0.674694446,10,-3477.255608,6974.693034,369.1687619,3.47E-82
3992,66.87222771,30.1437068,-3.337328242,0.087887752,NA,-13.76234693,NA,NA,-1.319218692,0.387765323,0.293327292,1.670148621,-0.641020014,12,-3475.210887,6974.69355,369.1692774,3.47E-82
1535,-8.206593328,NA,0.983695256,0.371562919,1.656046162,1.852687938,+,0.428829368,-0.331615506,0.334398971,NA,-0.537643813,NA,13,-3474.199751,6974.701076,369.1768029,3.45E-82
3908,68.05631256,13.28160174,-3.614738092,NA,NA,NA,NA,2.215585963,NA,0.247616988,0.745357834,2.558086862,-4.881477303,10,-3477.269051,6974.729407,369.2051344,3.40E-82
1240,68.08436236,31.56938081,-3.868834607,0.049410163,NA,-14.67849984,NA,0.086428627,-1.683461062,NA,NA,2.51085289,NA,10,-3477.272034,6974.735373,369.2111,3.39E-82
