,(Intercept),FinFSLdat_AnnEsts,FinWestSST_AnnEsts,FinWestSST_SummerDat,FSL_months_Apr,FSLdat_Spring,s(Ages),SST_West_Months_Jul,SST_West_Months_Jun,SST_West_Months_Oct,SST_West_Months_Sep,WestSST_Spring,WestSST_Winter,df,logLik,AICc,delta,weight
160,63.51475655,33.63351171,-2.224551879,0.741021504,-2.978332954,-15.02362883,NA,NA,-1.352000928,NA,NA,NA,NA,9,-3483.536949,6985.230284,379.7060117,1.79E-84
3464,67.7213135,14.92661245,-3.010611916,-0.174196409,NA,NA,NA,NA,-1.244646933,0.204866293,NA,2.225698685,-0.7937737,10,-3482.530385,6985.252074,379.7278015,1.77E-84
2948,66.37379276,15.20149215,-2.486782538,NA,NA,NA,NA,NA,-1.253564357,0.916901027,0.994404212,NA,-0.937217904,9,-3483.583419,6985.323225,379.798952,1.70E-84
3340,66.43244442,15.49565423,-2.82368465,NA,-3.843096654,NA,NA,NA,NA,0.132151058,NA,2.241144777,-2.21093789,9,-3483.585813,6985.328012,379.8037397,1.70E-84
3976,68.67821213,15.15943509,-2.980354662,-0.205369045,NA,NA,NA,NA,-1.263138649,0.360021008,0.616281854,1.597262356,-0.959227804,11,-3481.588762,6985.40729,379.8830169,1.63E-84
2208,63.34106277,32.40179641,-1.952594786,0.733248879,-2.313080811,-14.72497443,NA,NA,-1.052767563,NA,NA,NA,-0.568580383,10,-3482.642089,6985.475482,379.9512098,1.58E-84
2588,73.12138891,25.86406378,-1.940594302,NA,-0.381201607,-10.67039587,NA,NA,NA,NA,1.16676397,NA,-2.465886274,9,-3483.700996,6985.558377,380.0341045,1.52E-84
1416,68.36646939,15.60677113,-3.300866711,-0.221547485,NA,NA,NA,NA,-1.664096778,0.348283419,NA,2.019784633,NA,9,-3483.738814,6985.634014,380.1097418,1.46E-84
1672,69.96885855,15.77850815,-3.52071332,-0.272463922,NA,NA,NA,NA,-1.761877918,NA,0.274564332,2.399716613,NA,9,-3483.77296,6985.702306,380.178033,1.41E-84
3088,65.85441617,15.44673363,-2.85888731,0.057026817,-3.952057498,NA,NA,NA,NA,NA,NA,2.423908966,-2.250826868,9,-3483.829036,6985.814459,380.290186,1.33E-84
2272,63.36686627,32.2910671,-1.946018722,0.786342121,-2.156041798,-15.08790049,NA,0.422428235,-0.752560762,NA,NA,NA,-1.356550269,11,-3481.795897,6985.821559,380.2972868,1.33E-84
464,61.31258478,19.46681784,-2.800809184,0.324880776,-5.966891044,NA,NA,0.200579344,-1.462000364,1.284486873,NA,NA,NA,10,-3482.825193,6985.84169,380.3174171,1.32E-84
3852,66.88296505,15.55271907,-2.776142896,NA,-3.750979183,NA,NA,NA,NA,0.259334226,0.505080608,1.70408104,-2.374074317,10,-3482.836931,6985.865166,380.3408937,1.30E-84
2372,67.48934786,13.81605316,-2.246038275,NA,NA,NA,NA,1.572139212,NA,1.309671302,NA,NA,-3.483762344,8,-3484.909378,6985.943757,380.419484,1.25E-84
2144,63.70375172,31.3383839,-1.840937058,0.851188339,-1.643221872,-15.52839218,NA,1.086359262,NA,NA,NA,NA,-2.966160894,10,-3482.931583,6986.054469,380.5301969,1.18E-84
1476,65.34538531,15.24628722,-3.210031468,NA,NA,NA,NA,-0.025227814,-1.669434619,0.369692199,NA,1.858119128,NA,9,-3483.981761,6986.119907,380.5956344,1.14E-84
664,68.7163773,31.06259225,-2.667701987,0.341313389,NA,-13.84491684,NA,NA,-1.650770304,NA,0.913326807,NA,NA,9,-3484.006789,6986.169965,380.6456921,1.12E-84
900,66.20142397,15.80954287,-2.834829161,NA,NA,NA,NA,NA,-1.724250459,1.007858498,0.799973592,NA,NA,8,-3485.036608,6986.198215,380.6739428,1.10E-84
724,72.50042966,29.21881397,-2.42294671,NA,NA,-11.81727854,NA,-0.332496239,-1.560697458,NA,1.079577895,NA,NA,9,-3484.042634,6986.241653,380.7173802,1.08E-84
1732,66.16238031,15.28347275,-3.332043711,NA,NA,NA,NA,-0.113570335,-1.739920653,NA,0.264113964,2.215316288,NA,9,-3484.052634,6986.261654,380.7373815,1.07E-84
1928,69.16406082,15.88055619,-3.322964713,-0.251545365,NA,NA,NA,NA,-1.741516494,0.483543855,0.45046139,1.52905994,NA,10,-3483.078816,6986.348937,380.8246646,1.02E-84
2592,67.23066944,27.33672762,-1.979034529,0.435379879,-1.480705667,-11.96293407,NA,NA,NA,NA,1.028789313,NA,-2.430670314,10,-3483.108689,6986.408683,380.8844105,9.91E-85
2500,66.93220542,14.35407495,-2.271808132,NA,NA,NA,NA,1.187820063,-0.423458888,1.272695819,NA,NA,-2.591185802,9,-3484.155394,6986.467175,380.9429021,9.62E-85
3600,66.86085157,15.43955289,-2.85556179,0.02107037,-3.755764374,NA,NA,NA,NA,NA,0.420993908,2.15267774,-2.414669613,10,-3483.215179,6986.621662,381.0973894,8.91E-85
156,73.64102449,31.37031541,-2.055571591,NA,-0.91357408,-13.21271566,NA,NA,-1.306118784,NA,NA,NA,NA,8,-3485.299693,6986.724386,381.2001137,8.46E-85
1224,69.12060325,15.57215024,-3.405321359,-0.243037963,NA,NA,NA,-0.057881344,-1.684671471,NA,NA,2.543114199,NA,9,-3484.329315,6986.815017,381.290744,8.08E-85
1988,65.67478935,15.43816093,-3.179592906,NA,NA,NA,NA,-0.07111017,-1.730539116,0.490866371,0.432055142,1.366856039,NA,10,-3483.344109,6986.879522,381.3552491,7.83E-85
2204,73.34522831,30.09369852,-1.770032628,NA,-0.233405933,-12.91716791,NA,NA,-0.990387982,NA,NA,NA,-0.600894249,9,-3484.366642,6986.889671,381.3653981,7.79E-85
224,63.40404936,32.97145584,-2.070984733,0.714535508,-2.661102072,-14.70143707,NA,-0.175162941,-1.304526125,NA,NA,NA,NA,10,-3483.557877,6987.307058,381.7827849,6.32E-85
2580,73.09550461,25.72527738,-1.92142275,NA,NA,-10.80494769,NA,NA,NA,NA,1.157358069,NA,-2.481549132,8,-3485.595977,6987.316954,381.7926816,6.29E-85
3344,65.51637014,15.51190668,-2.814577842,0.067531863,-4.016141602,NA,NA,NA,NA,0.139986228,NA,2.204421699,-2.212154971,10,-3483.576259,6987.343823,381.8195506,6.21E-85
2952,67.93065356,15.41621297,-2.51104957,-0.11279315,NA,NA,NA,NA,-1.259605959,0.932893194,1.024360735,NA,-0.915038698,10,-3483.622897,6987.437099,381.9128262,5.92E-85
388,65.63339743,15.5469098,-2.406354124,NA,NA,NA,NA,NA,-1.493048607,1.130324854,NA,NA,NA,7,-3486.704177,6987.505492,381.9812197,5.72E-85
2268,73.39273667,30.07583525,-1.768758804,NA,-0.213758571,-12.93187026,NA,0.026907567,-0.970976182,NA,NA,NA,-0.65123474,10,-3483.686579,6987.564462,382.040189,5.56E-85
3076,66.56486945,12.64434233,-2.521693259,NA,NA,NA,NA,NA,NA,NA,NA,2.209562076,-2.42737476,7,-3486.749641,6987.59642,382.0721474,5.47E-85
728,68.22487555,30.0709576,-2.428718094,0.316264336,NA,-13.08979661,NA,-0.312634279,-1.568609614,NA,0.955534048,NA,NA,10,-3483.745833,6987.68297,382.1586974,5.24E-85
2376,64.80904333,13.46552039,-2.23367087,0.197543989,NA,NA,NA,1.604194108,NA,1.280309958,NA,NA,-3.564352191,9,-3484.860199,6987.876784,382.3525111,4.75E-85
2636,73.22493059,15.37474562,-2.169802339,NA,-1.610328798,NA,NA,1.354819741,NA,NA,1.756334424,NA,-4.060616941,9,-3484.86847,6987.893326,382.3690531,4.72E-85
3856,66.4180139,15.5603189,-2.771993021,0.033958245,-3.83880904,NA,NA,NA,NA,0.262099611,0.500404756,1.69057654,-2.373173071,11,-3482.833484,6987.896734,382.3724612,4.71E-85
1736,69.79555734,15.73182384,-3.41866553,-0.266925001,NA,NA,NA,-0.100567004,-1.733427796,NA,0.307779166,2.33453943,NA,10,-3483.867732,6987.926768,382.402495,4.64E-85
1480,68.34226536,15.59836539,-3.28880398,-0.220723807,NA,NA,NA,-0.012615092,-1.660042598,0.345034969,NA,2.019288988,NA,10,-3483.880991,6987.953287,382.4290144,4.58E-85
2436,65.65123817,15.19439153,-2.16911476,NA,NA,NA,NA,NA,-1.21662732,1.098220535,NA,NA,-0.491697073,8,-3485.914991,6987.954983,382.4307102,4.57E-85
2200,64.8998526,31.11310337,-1.829219416,0.608470715,NA,-15.01627519,NA,NA,-0.999243895,NA,NA,NA,-0.73456424,9,-3484.937539,6988.031463,382.5071905,4.40E-85
2828,67.44332368,15.61170476,-2.257735469,NA,-3.215887219,NA,NA,NA,NA,0.869559466,0.962878757,NA,-2.338474531,9,-3485.013388,6988.183163,382.6588901,4.08E-85
904,68.42557212,16.09499435,-2.857675566,-0.160707578,NA,NA,NA,NA,-1.716990265,1.027577461,0.849213023,NA,NA,9,-3485.030988,6988.218361,382.6940882,4.01E-85
152,65.77686404,32.32738951,-2.162716416,0.568819757,NA,-15.55554989,NA,NA,-1.399551148,NA,NA,NA,NA,8,-3486.055499,6988.235998,382.7117258,3.97E-85
2136,64.80253799,30.48640718,-1.761229631,0.760734219,NA,-15.73915912,NA,1.071032095,NA,NA,NA,NA,-3.020940071,9,-3485.057512,6988.271409,382.7471364,3.90E-85
3588,67.14373979,12.72882128,-2.524555281,NA,NA,NA,NA,NA,NA,NA,0.463124852,1.903904904,-2.604160286,8,-3486.076512,6988.278024,382.753751,3.89E-85
2264,64.80769365,31.08635859,-1.831296458,0.679418919,NA,-15.41174868,NA,0.486812402,-0.657469041,NA,NA,NA,-1.629646768,10,-3484.050643,6988.29259,382.7683177,3.86E-85
2764,72.51793921,16.18749427,-2.20585252,NA,-1.954471954,NA,NA,0.950810574,-0.441005198,NA,1.679298402,NA,-3.069597256,10,-3484.069734,6988.330772,382.806499,3.79E-85
964,66.10337566,15.75416928,-2.741632391,NA,NA,NA,NA,-0.111176084,-1.694077072,0.975485979,0.820949088,NA,NA,9,-3485.120101,6988.396588,382.8723155,3.67E-85
2504,64.82237439,13.98820993,-2.257897537,0.161537831,NA,NA,NA,1.270612068,-0.361114798,1.254129243,NA,NA,-2.78849292,10,-3484.139886,6988.471075,382.9468028,3.53E-85
148,73.60793285,31.08515514,-2.047329608,NA,NA,-13.56115985,NA,NA,-1.32740632,NA,NA,NA,NA,7,-3487.201528,6988.500194,382.9759217,3.48E-85
220,72.95021314,30.52079982,-1.839907606,NA,-0.557729494,-12.83636841,NA,-0.256071758,-1.23911353,NA,NA,NA,NA,9,-3485.175547,6988.507481,382.9832081,3.47E-85
2140,74.93083429,28.57496056,-1.610526071,NA,0.675869863,-13.27907997,NA,0.861418763,NA,NA,NA,NA,-2.702037491,9,-3485.184826,6988.526037,383.0017649,3.44E-85
2584,68.19421841,26.60586265,-1.90754353,0.357664352,NA,-12.18534619,NA,NA,NA,NA,1.021714981,NA,-2.489712595,9,-3485.202103,6988.560591,383.0363183,3.38E-85
1992,69.07752302,15.85014658,-3.265914899,-0.248675051,NA,NA,NA,-0.060562363,-1.724835758,0.472757051,0.466538983,1.509228998,NA,11,-3483.192771,6988.615307,383.0910349,3.29E-85
2196,73.32837727,29.98709806,-1.759045505,NA,NA,-12.98861127,NA,NA,-0.985276645,NA,NA,NA,-0.62001781,8,-3486.254382,6988.633764,383.1094912,3.26E-85
2700,70.93214012,17.2419458,-2.153852549,NA,-2.442960477,NA,NA,NA,-1.105495167,NA,1.456611583,NA,-1.212802857,9,-3485.451244,6989.058874,383.5346013,2.63E-85
3332,66.42738156,12.6691303,-2.489289048,NA,NA,NA,NA,NA,NA,0.097232448,NA,2.058161916,-2.401369146,8,-3486.522992,6989.170985,383.6467119,2.49E-85
2640,68.50317502,15.49799508,-2.19971281,0.341718876,-2.583881522,NA,NA,1.412712501,NA,NA,1.681987301,NA,-4.109217378,10,-3484.502549,6989.196401,383.6721287,2.46E-85
2080,64.45034973,29.48014455,-1.597159207,0.663454819,-1.314952871,-14.23695623,NA,NA,NA,NA,NA,NA,-1.960458198,9,-3485.543385,6989.243156,383.7188831,2.40E-85
2260,73.40178232,29.97388667,-1.758530189,NA,NA,-13.00167629,NA,0.040269915,-0.956869202,NA,NA,NA,-0.692951268,9,-3485.597244,6989.350873,383.8266002,2.28E-85
3844,66.90570683,12.80160988,-2.447337574,NA,NA,NA,NA,NA,NA,0.233110315,0.536083789,1.492788385,-2.569675349,9,-3485.724215,6989.604816,384.0805437,2.00E-85
3080,68.38899538,12.87071346,-2.566054071,-0.135803896,NA,NA,NA,NA,NA,NA,NA,2.28034997,-2.404293487,8,-3486.757471,6989.639942,384.1156693,1.97E-85
2768,68.17133739,16.19342815,-2.229109887,0.321489509,-2.823800268,NA,NA,1.059955354,-0.381317258,NA,1.61977725,NA,-3.249447563,11,-3483.744419,6989.718603,384.1943302,1.89E-85
392,65.70045436,15.55514956,-2.406234514,-0.004941549,NA,NA,NA,NA,-1.492384062,1.131161952,NA,NA,NA,8,-3486.823915,6989.77283,384.2485573,1.84E-85
452,65.61007476,15.53413672,-2.384975891,NA,NA,NA,NA,-0.022749136,-1.485630928,1.124356933,NA,NA,NA,8,-3486.845616,6989.816232,384.2919592,1.80E-85
2628,72.9936639,14.14625377,-2.073374655,NA,NA,NA,NA,1.349253924,NA,NA,1.722592331,NA,-4.131886536,8,-3486.928939,6989.982877,384.4586045,1.66E-85
2076,73.49385707,27.53745394,-1.450203616,NA,0.523616774,-12.61827496,NA,NA,NA,NA,NA,NA,-1.914816632,8,-3486.954321,6990.033641,384.5093685,1.62E-85
216,65.27995184,31.58828728,-1.954960625,0.557307858,NA,-15.02009259,NA,-0.247599917,-1.325286291,NA,NA,NA,NA,9,-3485.957927,6990.07224,384.5479675,1.59E-85
2832,65.84359031,15.63623784,-2.257630138,0.115781033,-3.529970361,NA,NA,NA,NA,0.862503609,0.93458123,NA,-2.336377498,10,-3484.979794,6990.150892,384.6266192,1.53E-85
2440,65.11806558,15.11988842,-2.164002172,0.039149507,NA,NA,NA,NA,-1.21491616,1.090773045,NA,NA,-0.504045282,9,-3486.014685,6990.185757,384.6614841,1.50E-85
212,72.89345115,30.3068137,-1.823382147,NA,NA,-13.02142078,NA,-0.269932761,-1.248035112,NA,NA,NA,NA,8,-3487.052362,6990.229723,384.7054506,1.47E-85
3592,69.40502272,13.01006076,-2.579001289,-0.166240099,NA,NA,NA,NA,NA,NA,0.485739541,1.975634098,-2.584540765,9,-3486.047272,6990.25093,384.7266576,1.45E-85
2132,74.97688783,28.84533759,-1.637263981,NA,NA,-13.06157929,NA,0.857276623,NA,NA,NA,NA,-2.661964682,8,-3487.09515,6990.3153,384.7910277,1.40E-85
968,68.28967352,16.03631868,-2.767442122,-0.157716118,NA,NA,NA,-0.107132864,-1.688049083,0.996015174,0.868508927,NA,NA,10,-3485.117462,6990.426228,384.9019559,1.33E-85
2316,66.71165602,15.50881057,-1.948553545,NA,-3.011498774,NA,NA,NA,NA,1.043387786,NA,NA,-1.873156937,8,-3487.202862,6990.530725,385.006452,1.26E-85
2756,72.44467804,14.54547631,-2.084574772,NA,NA,NA,NA,1.055232335,-0.320000245,NA,1.661458181,NA,-3.423831762,9,-3486.233669,6990.623724,385.0994518,1.20E-85
2704,67.49166969,17.33837838,-2.16698142,0.24423368,-3.145961022,NA,NA,NA,-1.118097536,NA,1.391971801,NA,-1.187508884,10,-3485.270425,6990.732155,385.2078825,1.14E-85
652,71.40619816,19.02115779,-2.611375745,NA,-3.700051828,NA,NA,NA,-1.699602161,NA,1.292120407,NA,NA,8,-3487.460765,6991.046531,385.5222582,9.75E-86
3336,68.20841994,12.88492011,-2.536235471,-0.131318983,NA,NA,NA,NA,NA,0.085072223,NA,2.145545594,-2.382301227,9,-3486.532681,6991.221748,385.6974756,8.93E-86
2072,65.32372292,28.81751385,-1.535957278,0.59299202,NA,-14.42073901,NA,NA,NA,NA,NA,NA,-2.01580592,8,-3487.608565,6991.342131,385.8178581,8.41E-86
2820,67.40260146,13.20420715,-2.026863289,NA,NA,NA,NA,NA,NA,0.780634006,0.940397134,NA,-2.513046988,8,-3487.643389,6991.411777,385.8875046,8.12E-86
3848,69.07593757,13.06712087,-2.50266541,-0.15879538,NA,NA,NA,NA,NA,0.223084077,0.55454743,1.578987323,-2.552416856,10,-3485.702577,6991.596457,386.0721848,7.40E-86
2692,70.61404174,15.28042315,-1.990641096,NA,NA,NA,NA,NA,-1.04376878,NA,1.402249421,NA,-1.405984549,8,-3487.767323,6991.659647,386.1353743,7.17E-86
2394,52.3636391,19.58326973,NA,NA,1.133708002,-9.116861277,NA,0.988414537,NA,0.744596208,NA,NA,-3.879867195,9,-3486.78678,6991.729945,386.2056724,6.92E-86
2068,73.53499853,27.75105276,-1.471541083,NA,NA,-12.45207438,NA,NA,NA,NA,NA,NA,-1.886674393,7,-3488.851603,6991.800344,386.2760716,6.69E-86
2632,70.22191391,13.79307695,-2.057182117,0.194810513,NA,NA,NA,1.380333972,NA,NA,1.668572486,NA,-4.184143466,9,-3486.877643,6991.911671,386.3873986,6.32E-86
456,65.65860244,15.54018747,-2.385081375,-0.003566075,NA,NA,NA,-0.022541489,-1.485217952,1.125015196,NA,NA,NA,9,-3486.963185,6992.082756,386.5584837,5.80E-86
2320,63.11307891,15.57176812,-1.969051151,0.264022599,-3.741510141,NA,NA,NA,NA,1.015651971,NA,NA,-1.899562605,9,-3486.999151,6992.154689,386.630416,5.60E-86
716,70.49838667,18.36558402,-2.315923813,NA,-3.136137817,NA,NA,-0.373315113,-1.603372,NA,1.303559852,NA,NA,9,-3487.01688,6992.190145,386.6658728,5.50E-86
3930,52.96007328,18.82983344,NA,NA,1.074110199,-8.236062523,NA,1.054427847,NA,0.889902083,0.661409662,-0.602254865,-4.163418234,11,-3485.042263,6992.31429,386.7900175,5.17E-86
3418,52.3067295,19.54558289,NA,NA,1.13563261,-9.09878362,NA,0.989650537,NA,0.73492834,NA,0.020330185,-3.887888102,10,-3486.066539,6992.324383,386.8001103,5.14E-86
2398,45.77102579,20.59414281,NA,0.457262597,0.061239559,-10.13097282,NA,1.068063311,NA,0.696998996,NA,NA,-4.031283074,10,-3486.129638,6992.450581,386.9263081,4.83E-86
2906,51.60204672,18.2720015,NA,NA,1.131022623,-8.123052415,NA,1.060581661,NA,0.645475102,0.464659389,NA,-4.24626538,10,-3486.132876,6992.457056,386.9327839,4.81E-86
2522,52.17381593,19.67533746,NA,NA,1.072403643,-9.062195459,NA,0.901159508,-0.094117611,0.736109223,NA,NA,-3.680250591,10,-3486.182082,6992.555468,387.031195,4.58E-86
656,67.43490543,19.08945804,-2.615506996,0.281111535,-4.479037313,NA,NA,NA,-1.699846602,NA,1.22167009,NA,NA,9,-3487.218182,6992.59275,387.0684773,4.50E-86
2760,70.10464075,14.15839836,-2.068170763,0.171773699,NA,NA,NA,1.138352065,-0.259360015,NA,1.625408951,NA,-3.60408065,10,-3486.201528,6992.59436,387.0700876,4.49E-86
3422,46.01270471,21.04659217,NA,0.482124194,-0.016962932,-10.37674096,NA,1.059278654,NA,0.796708474,NA,-0.215117223,-3.95449921,11,-3485.348303,6992.92637,387.4020976,3.81E-86
3162,52.41735862,18.23487368,NA,NA,1.569970147,-8.523090573,NA,0.92460407,NA,NA,NA,1.020570105,-4.082831026,9,-3487.410813,6992.978011,387.4537384,3.71E-86
3546,52.21854659,19.72046836,NA,NA,1.066140222,-9.076804906,NA,0.893671708,-0.100815067,0.745458043,NA,-0.020929279,-3.657763724,11,-3485.391358,6993.012481,387.488208,3.65E-86
4058,52.92501116,18.89732748,NA,NA,1.048343748,-8.230439599,NA,1.018347118,-0.037689306,0.893367679,0.659395397,-0.615785767,-4.076539203,12,-3484.371895,6993.015568,387.4912952,3.64E-86
2458,51.48543658,20.29126472,NA,NA,0.628407267,-8.642838867,NA,NA,-0.719960041,0.627881873,NA,NA,-2.013924675,9,-3487.50268,6993.161746,387.6374734,3.38E-86
3934,47.288709,20.24907914,NA,0.428458085,0.057157011,-9.474620259,NA,1.10858118,NA,0.926327819,0.58254805,-0.737262562,-4.189759316,12,-3484.469687,6993.211151,387.6868787,3.30E-86
3034,51.75844396,18.14007585,NA,NA,1.189782215,-8.14241824,NA,1.146614336,0.09022633,0.650326691,0.480056446,NA,-4.449745599,11,-3485.495451,6993.220667,387.6963949,3.29E-86
2526,45.80154011,20.56076863,NA,0.46108711,0.080074023,-10.16411388,NA,1.108215058,0.042596076,0.700441962,NA,NA,-4.12287443,11,-3485.518347,6993.266458,387.7421856,3.21E-86
2572,71.16079054,14.69999124,-1.748578587,NA,-1.490708809,NA,NA,NA,NA,NA,1.334017657,NA,-2.620592875,8,-3488.62565,6993.376301,387.8520283,3.04E-86
2910,46.18884956,19.44431231,NA,0.388116821,0.221389164,-9.222030783,NA,1.11088478,NA,0.628837074,0.353269474,NA,-4.286945332,11,-3485.657402,6993.544569,388.0202966,2.79E-86
2824,68.3358274,13.32675598,-2.040036467,-0.067404681,NA,NA,NA,NA,NA,0.789798565,0.958141265,NA,-2.504327561,9,-3487.71141,6993.579206,388.0549329,2.75E-86
2308,66.68951659,13.25323019,-1.738804382,NA,NA,NA,NA,NA,NA,0.956184069,NA,NA,-2.047067052,7,-3489.742,6993.581138,388.0568651,2.74E-86
3482,52.28310702,20.92333735,NA,NA,0.587241614,-8.928761024,NA,NA,-0.743533748,0.789337778,NA,-0.329752898,-1.877934312,10,-3486.697866,6993.587037,388.0627647,2.74E-86
3550,46.00602295,21.08330142,NA,0.48107943,-0.030345268,-10.36889774,NA,1.037149064,-0.023083404,0.79898687,NA,-0.224056856,-3.901652905,12,-3484.677615,6993.627008,388.1027353,2.68E-86
2386,51.83356024,19.79467761,NA,NA,NA,-8.632248226,NA,0.983681863,NA,0.763020053,NA,NA,-3.842924107,8,-3488.753087,6993.631173,388.1069004,2.68E-86
3290,52.49766549,18.08932269,NA,NA,1.628957715,-8.551128684,NA,1.014827016,0.093864905,NA,NA,1.045639752,-4.294464113,10,-3486.749809,6993.690923,388.1666503,2.60E-86
2696,69.60732966,15.14702232,-1.980990251,0.069598003,NA,NA,NA,NA,-1.042297814,NA,1.379367306,NA,-1.414611293,9,-3487.84642,6993.849225,388.3249525,2.40E-86
3674,52.81028235,17.6585766,NA,NA,1.58745528,-7.951480704,NA,0.954258625,NA,NA,0.384150092,0.781472139,-4.266728354,10,-3486.837235,6993.865775,388.3415025,2.38E-86
3994,52.91135289,20.34783454,NA,NA,0.512953932,-8.167376083,NA,NA,-0.766839635,0.924600744,0.579047415,-0.889960323,-2.027631973,11,-3485.825294,6993.880352,388.3560798,2.36E-86
720,67.24266974,18.46293153,-2.337579132,0.234415853,-3.820473191,NA,NA,-0.350301,-1.609507344,NA,1.244105431,NA,NA,10,-3486.84743,6993.886165,388.3618922,2.36E-86
4062,47.29798624,20.20842684,NA,0.429454466,0.071573792,-9.481063165,NA,1.132106519,0.024448741,0.924166656,0.583668923,-0.728802773,-4.24615414,13,-3483.797074,6993.911498,388.3872255,2.33E-86
3166,47.07697497,19.4166834,NA,0.409677456,0.621604628,-9.567880141,NA,0.979122342,NA,NA,NA,0.891950274,-4.153354719,10,-3486.884253,6993.95981,388.4355374,2.27E-86
2330,54.12681691,19.59220775,NA,NA,1.022699036,-8.94359652,NA,NA,NA,0.58510512,NA,NA,-2.835781794,8,-3488.968927,6994.062853,388.5385806,2.16E-86
3922,52.49120772,19.04283609,NA,NA,NA,-7.779808027,NA,1.049834071,NA,0.913235209,0.666413825,-0.616907327,-4.126619286,10,-3486.999546,6994.190397,388.666124,2.02E-86
3410,51.80555268,19.77660503,NA,NA,NA,-8.623086324,NA,0.984272889,NA,0.758368591,NA,0.009813853,-3.84675849,9,-3488.033877,6994.22414,388.6998671,1.99E-86
3038,46.34153783,19.22703649,NA,0.398261138,0.308041043,-9.287208578,NA,1.273938825,0.169619863,0.637522468,0.379305512,NA,-4.670551686,12,-3484.995878,6994.263534,388.7392613,1.95E-86
2390,45.70247458,20.61100097,NA,0.460273375,NA,-10.11456229,NA,1.068364807,NA,0.697565408,NA,NA,-4.030527993,9,-3488.061415,6994.279216,388.7549431,1.94E-86
2650,57.44253786,18.48943636,NA,NA,1.883051032,-8.074219526,NA,0.835860518,NA,NA,0.808309151,NA,-4.075197504,9,-3488.094825,6994.346036,388.8217631,1.87E-86
2898,51.07284982,18.48226274,NA,NA,NA,-7.639098455,NA,1.055895796,NA,0.66380643,0.464888396,NA,-4.209590506,9,-3488.098753,6994.353891,388.8296183,1.86E-86
2462,46.52529895,21.07121698,NA,0.350209006,-0.202762269,-9.40657065,NA,NA,-0.725340594,0.581904643,NA,NA,-2.059309183,10,-3487.119531,6994.430367,388.9060945,1.79E-86
2514,51.58202721,19.92066233,NA,NA,NA,-8.587852931,NA,0.847829865,-0.146970116,0.748210995,NA,NA,-3.534339682,9,-3488.152244,6994.460875,388.9366021,1.77E-86
2970,51.12244129,19.46805672,NA,NA,0.62629004,-8.020405201,NA,NA,-0.71160638,0.5585024,0.288963158,NA,-2.20390571,10,-3487.139275,6994.469855,388.9455826,1.76E-86
3486,46.91254649,22.27062261,NA,0.416571494,-0.428781636,-10.02700117,NA,NA,-0.765576429,0.841789729,NA,-0.548576806,-1.841684725,11,-3486.15423,6994.538226,389.0139532,1.70E-86
3802,52.95610954,17.3990563,NA,NA,1.685476317,-7.978916408,NA,1.1043269,0.155101601,NA,0.39687327,0.814978883,-4.622529225,11,-3486.156942,6994.543649,389.0193766,1.70E-86
3226,52.59033689,19.3563219,NA,NA,1.118692088,-8.346229725,NA,NA,-0.628741023,NA,NA,0.763993704,-2.299983244,9,-3488.201857,6994.5601,389.0358272,1.68E-86
3294,47.10332097,19.17444836,NA,0.419071457,0.7090134,-9.643786588,NA,1.147386812,0.173752837,NA,NA,0.935408392,-4.546736675,11,-3486.200176,6994.630116,389.1058438,1.62E-86
3354,54.503551,19.85178575,NA,NA,1.01068047,-9.069625347,NA,NA,NA,0.653323448,NA,-0.140545781,-2.789284681,9,-3488.23786,6994.632107,389.1078341,1.62E-86
3414,46.03104282,21.04090439,NA,0.481235484,NA,-10.38067213,NA,1.059224219,NA,0.796285762,NA,-0.214541831,-3.954929531,10,-3487.286436,6994.764177,389.2399047,1.52E-86
3098,54.4733473,18.66004384,NA,NA,1.406976351,-8.555818631,NA,NA,NA,NA,NA,0.764635532,-3.028518864,8,-3489.343043,6994.811086,389.2868139,1.48E-86
644,71.00573269,16.25255222,-2.462329399,NA,NA,NA,NA,NA,-1.753886448,NA,1.15920376,NA,NA,7,-3490.391673,6994.880485,389.3562123,1.43E-86
4050,52.4284526,19.20823094,NA,NA,NA,-7.794022029,NA,0.95456864,-0.099824198,0.92092787,0.660763022,-0.651809692,-3.898876395,11,-3486.342887,6994.91554,389.391267,1.41E-86
3538,51.71204644,20.03839554,NA,NA,NA,-8.63474699,NA,0.82854488,-0.164140447,0.773175177,NA,-0.056311502,-3.476194172,10,-3487.365129,6994.921563,389.3972901,1.40E-86
2450,51.15451165,20.41677971,NA,NA,NA,-8.372841867,NA,NA,-0.729459821,0.63899816,NA,NA,-1.985517301,8,-3489.406767,6994.938535,389.414262,1.39E-86
3678,47.83590614,18.86002978,NA,0.375394387,0.714866503,-9.02643105,NA,0.998112217,NA,NA,0.305111711,0.712809337,-4.293509808,11,-3486.389339,6995.008442,389.4841696,1.34E-86
3926,47.22702419,20.26910348,NA,0.431483737,NA,-9.462204616,NA,1.108753453,NA,0.927668517,0.582225183,-0.738895025,-4.188248624,11,-3486.408378,6995.04652,389.5222478,1.32E-86
3154,51.72079968,18.49964588,NA,NA,NA,-7.831605537,NA,0.914172645,NA,NA,NA,1.05050027,-4.033963881,8,-3489.462117,6995.049233,389.5249604,1.32E-86
